date,year,month,day,day_of_week,week_of_year,season,workout_type,minutes,minutes_raw,miles,pace_min_per_mile,comments,extras,is_race,race_name,race_distance,race_time,source_file
2005-07-21,2005,7,21,Thursday,29,summer,run,,(80),9.5,,"took myself on a tour of boston; hit science museum, north end, financial district, the harbor, etc, all the way around to the commons.",spb,0,,,,summer05log.html
2005-07-22,2005,7,22,Friday,29,summer,run,50.37,50:22,6.0,8.395,,,0,,,,summer05log.html
2005-07-24,2005,7,24,Sunday,29,summer,run,62.02,62:01,7.5,8.2693,out Rt. 9N from Halcyon in Lake George. rolling hills the whole way,"pushups, some situps",0,,,,summer05log.html
2005-07-25,2005,7,25,Monday,30,summer,long run,116.43,1:56:26,14.1,8.2574,"from Mass Ave to the last bridge. was a bit sore from waterskiing yesterday, but I tried to stay concious of the pace and not let it slip from ""easy"" to ""lazy""",,0,,,,summer05log.html
2005-07-26,2005,7,26,Tuesday,30,summer,run,64.2,64:12,8.0,8.025,,"core (sb), pushups, 20+ min aqua jog in the afternoon, just to loosen up",0,,,,summer05log.html
2005-07-27,2005,7,27,Wednesday,30,summer,run,,,7.0,,"35:32 for the 5 mile loop with the guys at work, plus a mile before hand and a mile after on my own. decided I could suck it up and deal with the heat because I really wanted the company, but it was roasting: 93, ""feels like"" 105",,0,,,,summer05log.html
2005-07-28,2005,7,28,Thursday,30,summer,run,79.08,79:05,10.0,7.908,"phew! what a difference 25 degrees makes! the weather broke and I ran at 6pm after work, while it was about 65-70 out. had a great run. I was trying the same idea of running my fastest ""easy"" pace as possible, where the only strain was mental, and the results was 10.25 mi at 7:40 or so pace. (I'm writing it at 10 though, because I think a run earlier in the week was a hair short) I'm starting to getting really pumped about this season, now that the coaching thing is official and we're getting down to business.","situps, pushups",0,,,,summer05log.html
2005-07-30,2005,7,30,Saturday,30,summer,run,62.63,62:38,8.0,7.8288,,lifting,0,,,,summer05log.html
2005-07-31,2005,7,31,Sunday,30,summer,long run,104.3,1:44:18,12.5,8.344,great run with Gwen and Nancy. Weather was cool and cloudy and we were moving pretty well.,"sb situps, pushups",0,,,,summer05log.html
2005-08-01,2005,8,1,Monday,31,summer,run,59.65,59:39,8.0,7.4562,"warmed up a mile, ran 42:55 for the 6 mi loop with the guys, then straight into one more mile. feeling good, i just need to start dedicating 20 min everyday to stretching, massaging, taking care of myself, etc. can't wait to go home",,0,,,,summer05log.html
2005-08-02,2005,8,2,Tuesday,31,summer,run,55.3,55:18,7.0,7.9,"probably would have prefered run a little slower on my own, but I emailed out for company and gwen and erika came along, and good times were had by all","bench press, leg press, core (took a break at work)",0,,,,summer05log.html
2005-08-03,2005,8,3,Wednesday,31,summer,run,52.3,52:18,7.0,7.4714,"same deal as last week: warm up a mile, stretch, run 5 with the guys, then straight into another mile. This time did the 5mi loop in 35:13, not bad. My IT band is way tight and was a bit sore all day, I think the leg press machine at work is a little funky. good thing I'm only there two more days! anyway, it was only a dull ache for some parts of the run so i figured it was ok, gonna stretch and ice and stuff",,0,,,,summer05log.html
2005-08-04,2005,8,4,Thursday,31,summer,run,,,9.0,,"wanted to make sure to take it easy so i left the watch at home. science museum-footbridge from WILG. while i was running past the longfellow bridge, some girl yelled out of the car, ""hey speeeeedy!"" it was really cute and made my day, I laughed out loud while running","core, pushups",0,,,,summer05log.html
2005-08-06,2005,8,6,Saturday,31,summer,run,55.17,55:10,7.0,7.8814,"postponed yesterday's run due to lightning, but running today worked just as well. went with Nancy for the first part, then tacked on one more bridge","sb, pushups, back",0,,,,summer05log.html
2005-08-07,2005,8,7,Sunday,31,summer,run,90.58,90:35,11.0,8.2345,"blech. a pretty pathetic run, just logging miles. met up with gwen with the intent of running to the reservoir, twice around, but we both felt like crap for some reason, so we went around once instead. we slogged our way back and called it a day. i'll go long once i'm home and rested",ice bath,0,,,,summer05log.html
2005-08-08,2005,8,8,Monday,32,summer,run,62.27,62:16,7.5,8.3027,,,0,,,,summer05log.html
2005-08-09,2005,8,9,Tuesday,32,summer,run,78.43,78:26,9.5,8.2558,"One of the best parts about coming home is that first run setting out from TP state beach. North just past via de la valle, then south to guy fleming. My morning pulse was still myseteriously a bit high (44, although it was 50 on Sunday, usually 40-42) but since it was going back down I figured as long as I went easy it was ok. Got a good night's sleep in, plus a 90 minute nap midmorning. Going to spend the next couple of days resting a lot, catching up on my sleep, and watching the World Championships on wcsn.com . $4.95 for 8 days of coverage, including archives. It's awesome!!","spb, epsom salt bath",0,,,,summer05log.html
2005-08-10,2005,8,10,Wednesday,32,summer,,,,1.0,,"I went to the track with the intent of just doing hurdle drills, but then I bumped into Deanna who was doing a workout, and begged me to join her. I agreed to do the second set of what was essentially long strides, and here's how it turned out: 2x200, 4x400 equal dist. rest: 41, 39, 87, 89","hurdle drills, stability ball stuff. feeling a bit more confident with the left leg",0,,,,summer05log.html
2005-08-10,2005,8,10,Wednesday,32,summer,run,69.18,69:11,8.25,8.3855,"a bit slow, been spoiled by the flats of Boston",,0,,,,summer05log.html
2005-08-11,2005,8,11,Thursday,32,summer,long run,105.88,1:45:53,12.5,8.4704,"deanna convinced me to drive over to PQ, we started from canyonside park. she took me on a loop (55:51) that included a pretty solid hill that kind of had my heart racing, then I grabbed some water back at the car and continued on another 50 min out and back in the canyon.","another nap, hah. Third day in a row that I've slept over nine hours and taken a daytime nap. It feels gooood",0,,,,summer05log.html
2005-08-12,2005,8,12,Friday,32,summer,run,75.05,75:03,8.5,8.8294,"ran up broken hills to genesee (across from UCSD) and back, hitting north/south fork and guy fleming on the way down. I think it was closer to nine, but i'll write 8.5 to give me a rounding cushion. 12:44 up the hill, not the greatest but it felt good. this makes the week top 58 miles in 6 days and on singles, which i'm glad to note hasn't given me any trouble. in other news, USA men's 4x1 dropped the baton! again! tragic, but almost funny to hear the British annoucer say, ""They've blown it so early in the race!""","3 sets pushups, 2 sets stability ball",0,,,,summer05log.html
2005-08-14,2005,8,14,Sunday,32,summer,run,70.97,70:58,9.25,7.6724,"North from TP state park. Thought I started pretty sluggish, but I got to the gate in under 15 min. Ran to Cliff st. in Solana Beach, which according to MS Streets is 4.59 mi. Ran a lap around the parking lot when I came back because I thought I was short of 9, but it turns out I was a bit over. Out in 36:30, back in 34:33","3 sets pushups, stability ball",0,,,,summer05log.html
2005-08-15,2005,8,15,Monday,33,summer,run,74.23,74:14,9.0,8.2478,"So I think I've been sick for the last week or so. Over the weekend, I thought it was the Clarinex that was making me sleepy and making my heart race, but this morning I was still feeling funny and I didn't take any Clarinex. So I've decided I probably have a cold, and I put off the run until the afternoon while I rested. ran out and back down the lagoon trail then back into the park and around our home course. I was surprised to find that I was holding an 8 min pace or just under for the whole trail section.","4 strides, a couple of runs over hurdles",0,,,,summer05log.html
2005-08-16,2005,8,16,Tuesday,33,summer,run,33.42,33:25,4.0,8.355,"decided to finally break it up into doubles to increase the quality of the runs, and partly so I wouldn't get bored. Probably should have done the easier run in the morning, since it seems that morning isn't my best hour, but oh well",3 sets pushups,0,,,,summer05log.html
2005-08-16,2005,8,16,Tuesday,33,summer,run,60.1,60:06,7.0,8.5857,"TP state beach, south into the park and up and down the trails a bit, to get some hills",,0,,,,summer05log.html
2005-08-17,2005,8,17,Wednesday,33,summer,run,56.1,56:06,7.0,8.0143,"ugh. Still feeling sick a bit, mostly right after I wake up I'm kind of shaky and my heart is beating like I had too much caffiene. Breakfast and a little bit of rest seems to make me feel better, so I decided to postpone this week's long run and wait until later in the day to go. Headed out around 11:30, down to the bike path and out Green Monkey Loop. Didn't do the whole loop because I didn't want to get lost, so I turned around at just over halfway and made it out and back.",,0,,,,summer05log.html
2005-08-18,2005,8,18,Thursday,33,summer,run,63.03,63:02,8.0,7.8788,"delayed the run again until I felt solid; TP state beach to Lomas Santa Fe and back around noon. The sun was out but the ocean kept things cool, so it was no big deal. I like to leave my afternoons free to go to the beach... Anyway, solid run, I'm feeling much better, I'll be 100% before I go back to school. Out in 32:30, so back in 30:30, but coming back was a little longer since I stayed on the streets until 11th St to avoid the rocks on the cliffs.","3 sets pushups, stability ball",0,,,,summer05log.html
2005-08-19,2005,8,19,Friday,33,summer,run,,,6.5,,"did the loop down to carmel valley rd and up through the other side of TP state park, coming back Del Mar Heights. It was longer than I remembered and I was roasting in the sun (~3pm), so the run ended up being quite unpleasant. oh well, good thing I was going short",lunges,0,,,,summer05log.html
2005-08-20,2005,8,20,Saturday,33,summer,long run,83.47,1:23:28,10.25,8.1434,"last run at home, bummer. Finally feeling better and I was able to run in the morning without trouble. Left from TP state beach again, south to Guy Fleming and then North to Frogs. Nothing special, going kind of slow at the start, I think the mileage is getting to my legs for the first time. Tomorrow's a day off, though, for flying, so no big deal. All in all I had a great two weeks of running in San Diego and I'm pumped and fit for the season.","3 sets pushups, stability ball",0,,,,summer05log.html
2005-08-22,2005,8,22,Monday,34,fall,run,57.1,57:06,7.5,7.6133,"Another talk before we set out this afternoon. A big group starting out on the Harvard-Elliot loop but by the end it was me, Gwen and the two frosh Liz's booking along at a strong sub-8 pace. The loop is 7.17, plus the distance from the Z-center to the road and back, plus a quick trip backwards to snag one of the frosh, so I'm guessing 7.5. Plus the strides.","7x100m strides, as a ""cool down"": 3 accelerating, then 4 slowing down. Chin ups/pushups, back stuff on sb, sideways plank. Wow, what a day. I am definitely beat, and going to be sore tomorrow.",0,,,,fall05log.html
2005-08-22,2005,8,22,Monday,34,fall,aquajog,,(20),,,"First day of practice, started out with a talk and then went to the pool for a quick workout and form review","lunges, 2x25m",0,,,,fall05log.html
2005-08-23,2005,8,23,Tuesday,34,fall,run,59.4,59:24,8.0,7.425,"Grass loops at Coach Taylor's suggestion. Turns out it's 0.89 mi around including the turf, did 9 loops with Erika, Gwen, Vicky, and Finn. If that mileage is accurate, we were moving at 7:26 pace, which surprised me. Even if it's a little off, we weren't going much slower than 7:35. Granted, it's flat, but still, that's pretty nice. Here are the paces per loop from Coach Brooks: Loop 2: 7:27 mile pace Loop 3: 7:23 Loop 4: 7:19 Loop 5: 8:07 (switched directions) Loop 6: 7:18 Loop 7: 7:14 Loop 8: 7:20 Loop 9?","8x100m cooldown strides, 2 sets sp",0,,,,fall05log.html
2005-08-23,2005,8,23,Tuesday,34,fall,run,30.13,30:08,3.5,8.6086,"alarm snafu and I was late to practice... argh I feel lame. Anyway, made it in time for the run, although I was a little out of it having just woken up in such a panic.","drills, 3 strides",0,,,,fall05log.html
2005-08-24,2005,8,24,Wednesday,34,fall,run,57.87,57:52,7.5,7.716,"still moving at good paces. Did a gait analysis today at noon between workouts, running on the treadmill (weird sensation). Anyway, we'll see what comes of that later.","Full Speed 400 - 78. Basically, hit the start line just as you come in from a run and do an all out four. It felt rough but I think it's a good place for me to be.",0,,,,fall05log.html
2005-08-24,2005,8,24,Wednesday,34,fall,aquajog,,(20),,,,,0,,,,fall05log.html
2005-08-25,2005,8,25,Thursday,34,fall,run,45.1,45:06,6.25,7.216,"grass loops again, only 7 this time. Ran w/Vicky, Gwen, Erika today, but was kind of dragging. The whole thing felt like it was too much effort--I led lap 3 but all the rest it was Erika and/or Vicky up front and I was just trying to prevent a gap. After looking at the splits though, I figured out why: Loop 1: 6:31 (7:19 pace) Loop 2: 6:30 Loop 3: 6:32 Loop 4: 6:24 (7:11) Loop 5: 6:25 Loop 6: 6:23 Loop 7: 6:18 (7:05) I did the last one on my own, surprised I could pick it up like that, but all of them were pretty damn fast, and faster than Tuesday... although apparently that's just about the perscription for a sub 19:30 5k runner. This is going to take some getting used to, I think.",cooldown strides,0,,,,fall05log.html
2005-08-25,2005,8,25,Thursday,34,fall,run,28.27,28:16,3.5,8.0771,"longfellow +extra, started easy with Jordan and finally loosened up a mile and a half in.","chinups, pushups, abs and sb, same as monday. lunges",0,,,,fall05log.html
2005-08-26,2005,8,26,Friday,34,fall,run,26.02,26:01,3.25,8.0062,"BU loop nice a slow, plus a pickup on the way in to simulate a race warmup.",,0,,,,fall05log.html
2005-08-26,2005,8,26,Friday,34,fall,aquajog,,(20),,,"probably wasn't focusing enough on my form, got to talking and all","drills, form strides",0,,,,fall05log.html
2005-08-27,2005,8,27,Saturday,34,fall,time trial,12.48,12:29,6.0,2.08,"wasn't the best day, not bad either, just meh. Not dwelling on it too much. 6:08, 6:24; went out fast because I thought I had low 12's in me. But really it was just a hard tempo with no extra gears in my legs. Took 5th on the team.",cooldown strides after,0,,,,fall05log.html
2005-08-28,2005,8,28,Sunday,34,fall,long run,93.17,1:33:10,11.5,8.1017,"arboretum and around there for a bit. 37:40 to the gate, I can't remember if that's slow or fast or what.","cooldown strides, sp",0,,,,fall05log.html
2005-08-29,2005,8,29,Monday,35,fall,run,60.25,60:15,8.0,7.5312,"drove out to Franklin Park and ran the course, then wandered, then parts of it backwards. Didn't really get into any groove at all running, but I got through it","lunges, chinups, pushups, sb, abs",0,,,,fall05log.html
2005-08-29,2005,8,29,Monday,35,fall,aquajog,,(20),,,focused a little more on my form,,0,,,,fall05log.html
2005-08-30,2005,8,30,Tuesday,35,fall,fartlek,51.5,51:30,6.25,8.24,"drove to the arboretum, 2 mi warmup, then fartlek of 600-800m ""whenever someone was ready,"" keeping the pace in between pretty upbeat. Things were rolling along nicely for the first couple, I was with Gwen and Kristen. By the 3rd, I was dropping back from Kristen a bit but still feeling pretty good, but then on the 4th, I rolled the same ankle as I did earlier in the summer. It hurt really badly this time, and I had to stop a bit. I was able to run in though, another 10-12 minutes, until I could feel my opposite leg get tired, and then I knew I was compensating and that I had to stop. I'm not really concerned, though, some standard RICE should be fine.","cooldown strides, drills",0,,,,fall05log.html
2005-08-30,2005,8,30,Tuesday,35,fall,elliptical,,(20),,,,,0,,,,fall05log.html
2005-08-31,2005,8,31,Wednesday,35,fall,aquajog,,(45),,,"didn't want to prolong the injury, especially something that's so easily healed.",ankle strengthening stuff in the trainers',0,,,,fall05log.html
2005-08-31,2005,8,31,Wednesday,35,fall,elliptical,,(20),,,,,0,,,,fall05log.html
2005-09-01,2005,9,1,Thursday,35,fall,run,40.43,40:26,5.25,7.701,"Footbridge/harvard with Gwen and Martha, with tape on the ankle. Didn't like the tape because I think it made me run a little funny, but if I focused I could do things normally. Could have maybe run a little faster but I was worried about Gwen's foot.","strides, lunges, lifting",0,,,,fall05log.html
2005-09-01,2005,9,1,Thursday,35,fall,elliptical,,(20),,,,,0,,,,fall05log.html
2005-09-02,2005,9,2,Friday,35,fall,pre-meet,32.57,32:34,4.0,8.1425,,,0,,,,fall05log.html
2005-09-02,2005,9,2,Friday,35,fall,aquajog,,(20),,,,,0,,,,fall05log.html
2005-09-03,2005,9,3,Saturday,35,fall,,,,9.0,,"Oof... started out about where I should, 6:19, 13:04?, then bombed the last mile. Don't know if it's fitness or mental or what, but I'm trying not to let it get in my head for the future. The course was slow for the men and women today, and actually a bit physically long due to some concert. My slowest start of all the seasons, but I haven't done any speedwork except that unfinished fartlek on Tuesday. It's ok, I'm still fitter than ever before.","(16) wu, (30) cd, strides",1,"Alumni Meet, Franklin Park",5k,21:11,fall05log.html
2005-09-04,2005,9,4,Sunday,35,fall,long run,80.0,80:00,10.0,8.0,Fresh Pond. Feeling pretty heavy and junky.,3 sets pushups,0,,,,fall05log.html
2005-09-05,2005,9,5,Monday,36,fall,run,63.12,63:07,8.0,7.89,"Franklin Park. Groups were rearranged based on Saturday, so there were more of us running together today, which was nice. My legs also felt much better than yesterday, and I handled the pace no problem. A little slower than last week, I think, but I'd say under 8 min pace. I was super tired today though... fell asleep before 9 last night and woke up at 9 this morning, then took a nap in the afternoon. (!)","strides, lunges, body weight lifting (2 chinups today!)",0,,,,fall05log.html
2005-09-06,2005,9,6,Tuesday,36,fall,intervals,,,7.75,,"Oh man! What a great workout! 7x800 with 200 jog in between, which had everyone seriously scared. The currently 8-woman B group consisting of Gwen, Kristen, Jessie, Labuz, Karen C, Steph, Vicky and myself had a window of 3:02-3:08, which we hit with utmost consistency. Taking turns leading so that pretty much everyone was in front once, we fired off 3:03, 3:00, 3:03, 3:00, 3:02, 2:59, 2:58, with the first three rests being 90s and the last three delaying only to 1:40+. Man, I can't explain how great today was, with so many people taking turns doing the pacework, I think confidence was really up, and it certainly made the workout more doable.","3mi wu, 25:36, 5 min cooldown, strides AM Elliptical (20 min)",0,,,,fall05log.html
2005-09-07,2005,9,7,Wednesday,36,fall,run,61.92,61:55,8.0,7.74,"to Jamaica Pond (not around) and back via the Harvard Bridge to add on. I think the run was about 7.75 again, but we did the full speed 400 today, so I'll call it 8 and make sure to round down other days. My hamstring was way tight again and didn't loosen up until halfway back from the pond, but after practice Coach stretched it out a bit and it felt a little better.","Full speed 400 (74s), strides AM Aquajog (20 min)",0,,,,fall05log.html
2005-09-08,2005,9,8,Thursday,36,fall,run,,,6.0,,"grass loops, a bit easier this week: 6:56, 6:44, 6:53, 7:19, 6:50, 7:07, 6:58","lunges, chinups, pushups, abs, missed sb ball because I had to get to class (AM 20 min elliptical)",0,,,,fall05log.html
2005-09-09,2005,9,9,Friday,36,fall,pre-meet,,(25),3.0,,,AM 20 min aquajog,0,,,,fall05log.html
2005-09-10,2005,9,10,Saturday,36,fall,,,,8.0,,"Great day for the team, as far as getting the pack running business down. Took 23rd thru 29th as a team, which was cool. I think it helped a lot, and made this week much more comfortable than last week, even though it was run in the same time. Of course, we did go out in like 6:50 or something ridiculously slow like that-- I guess it was slow because I was trying to wait for our group to form, and some people got stuck at the start. But oh well, learning to do it right is more important than the time/position right now. Personally, I'm still not happy with where I am race-wise. I think I should be running a bit faster right now, and definitely 25th place is not exactly what I should be at if I'm trying to get top 10 at NEWMACs, since this invite ended up being almost all NEWMAC teams anyway.","17:46 wu, 22:13 cd, strides",1,"Engineer's Cup and Smith Invite, Smith",5k,21:03,fall05log.html
2005-09-11,2005,9,11,Sunday,36,fall,long run,76.1,76:06,9.5,8.0105,"out beacon st. to the reservior and around. meant to go up summit ave on the way back, but I was dogging it so much that I didn't want to violate my 8th amendment rights.",,0,,,,fall05log.html
2005-09-12,2005,9,12,Monday,37,fall,run,57.37,57:22,7.75,7.4026,"I have lab on Mondays, so I'm going to miss the drive out every week, but it looks like a chunk of my group is in the same siituation, so no big deal. Instructions were to run ""moderate pace"" but we started out a little faster than that. After Vicky and Gwen turned at BU I was on my own and probably slowed it down a bit.","lunges, chinups, pushups, abs, sb, ice bath. missed the AM pool because I was waiting around for my car to get fixed.",0,,,,fall05log.html
2005-09-13,2005,9,13,Tuesday,37,fall,run,62.58,62:35,7.75,8.0748,drove to the Arboretum and good some good hills in with Finn and Hana. A little bit sluggish but got through it.,"sprint drills, AM elliptical",0,,,,fall05log.html
2005-09-15,2005,9,15,Thursday,37,fall,run,45.1,45:06,11.5,3.9217,"grass loops, all pretty much in the 7:0something range. muddy day, nothing exciting","full speed 400, 75, alone today and it felt a lot easier than last week's 74. lunges and the usual core circuit, AM elliptical",0,,,,fall05log.html
2005-09-16,2005,9,16,Friday,37,fall,pre-meet,27.9,27:54,3.0,9.3,,"strides, etc",0,,,,fall05log.html
2005-09-17,2005,9,17,Saturday,37,fall,,,,8.0,,"Yup, another one. Next week is just going to be about racing for place (it's a 6k anyway) and I'm not going to think about it until then. Just trying to remember that the ability is in me and that it'll all come around in October.","20:51 wu, 18:01 cd",1,"UMass Dartmouth Invitational, UMD",5k,20:40,fall05log.html
2005-09-19,2005,9,19,Monday,38,fall,run,54.02,54:01,6.5,8.3108,"easy run over at franklin. took yesterday off, my first run-less day since I've gotten to MIT. much needed, I think, and this week is supposed to be lower mileage, so maybe I'lll feel better. Starting to get things sorted out about my approach to racing and this season, and I felt a lot better after tonight's team meeting and my goal meeting.","lifting & lunges, AM aquajog",0,,,,fall05log.html
2005-09-20,2005,9,20,Tuesday,38,fall,intervals,,,7.5,,"The workout was our choice of (2-3)x1600, (0-2)x800, and 1x200 on the track. The restriction to that was that it had to total 5000m in 19:20, and the total time of the workout was supposed to be 27:30. From there we got to pick our repeats, order, time and rest, although it ended up not being quite so open-ended. In any case, my group (C group this week, based on last week's performance), decided on a ladder: 800 (3:05), 1600 (6:15), 1600, 800, 200 (40), with 2:30 after the 1600's and something less after the others, adding up to 8 min rest. We ended up cranking it off beautifully, with everyone in the group strong and tightly in the pack. 3:01 (2:20 rest), 6:09 (3:08), 6:14 (2:01), 3:00 (66), 38, for a total of 19:02/27:39. As usual I got smoked on the 200, I really need to develop legspeed, but all in all a good, comfortable workout.","icebath, 2 mi wu/2 mi cd, AM ellipitcal (15 min)",0,,,,fall05log.html
2005-09-21,2005,9,21,Wednesday,38,fall,run,,?,4.25,,,"FS400 in 74... again I think my legs had it faster this week, but I ate just before practice and wasn't quite feeling up for running fast. AM aquajog",0,,,,fall05log.html
2005-09-22,2005,9,22,Thursday,38,fall,grass loops,32.18,32:11,4.0,8.045,"all just around 8 min pace. really tired all over today, legs, arms, everything","lifting & lunges, AM elliptical",0,,,,fall05log.html
2005-09-23,2005,9,23,Friday,38,fall,pre-meet,30.63,30:38,3.75,8.168,,,0,,,,fall05log.html
2005-09-24,2005,9,24,Saturday,38,fall,,,,9.0,,"I'm back! Well, on my way, at least. A 6k PR, not bad, 4th on the team and 42nd overall. We've never run this course before, but I really liked it, as did everyone on the team. It was hilly, but in a nicely challenging way, not something brutal. Went out pretty reasonably; hanging back with my ""C"" group (well, Hana and Adrienne were the only ones I was aware of). After the first mile I tried to move up a bit, because there was a downhill stretch. I picked off a good number of people until I was caught up with Steph, Liz and Jessie, then just made the rest of the race an attempt to stick with them. I was on and feeling good until a short steep hill in the 3rd mile--I don't know, those just really kill me. After that my stomach was churning and I was tired--admittedly, there were probably a few points in that next mile or so where thought it would be ""ok"" to slow down, but I just focused on trying to get to the 3 mi mark. Once we were into the woody loop, things were better because I had things to concentrate on, although I had lost Jessie and Steph by then. They were still in my sights, though, and I kept after it. I didn't quite know the kicking points, but the Wellesley coach called out ""500 to go"" to one of his runners and I tried to go there. Passed the Wellesley runner and attempted to pass at Bentley runner, but I didn't do it very convincingly. In the final stretch, though, I found that last gear and passed the Bentley runner again, along with two others. Splits: 6:25, (6:36) 13:00, (6:50) 19:51, 6:07 pace for the last .72","16:45 wu, 29:34 cd, strides",1,"Tufts Invite, Tufts Farm Course, Grafton, MA",6k,24:15,fall05log.html
2005-09-25,2005,9,25,Sunday,38,fall,run,,,6.0,,"up Summit Ave. via Beacon, determined to be better at hills by the time NEWMACs rolls around. Felt pretty good today, surprisingly.",,0,,,,fall05log.html
2005-09-26,2005,9,26,Monday,39,fall,run,60.73,60:44,7.5,8.0973,,"new lifting: weighted lunges on a pad, one-leg hip-ups on SB, chin ups and SB incline press, calf raises",0,,,,fall05log.html
2005-09-27,2005,9,27,Tuesday,39,fall,fartlek,59.03,59:02,7.5,7.8707,"warmup 2mi, 4 mi fartlek, cd 1 mi. Same thing as in August , only the race pace was in 400-600m segments. For some reason today, though, the group fell apart pretty quickly, and for the first couple the pace wasn't quite staying up in between segments. I led the first, convinced Steph and Adrienne to lead a couple, then led a few more. Once I started to try to keep the pace up in between, people really started dropping off, and by the last two or three, it was Jessie, Adrienne and I only. Towards the end Jessie started to burn me and I finished each of the last three successively further back from her, but I think I had the right pursuit mentally. All in all, I think it was a solid workout, not quite the intensity that the coaches had in mind, but good nonetheless.",,0,,,,fall05log.html
2005-09-28,2005,9,28,Wednesday,39,fall,run,62.18,62:11,7.75,8.0232,"To the Commons and back via Sci. Museum with a big group, plus some chunk added on at the end. Nothing exciting, I think we were moving pretty well.","FS400 in 73, the fastest yet. Sprint drills, AM pool",0,,,,fall05log.html
2005-09-29,2005,9,29,Thursday,39,fall,grass loops,55.93,55:56,7.25,7.7145,"8 loops, right around or under 7"" each.","new lifting (see monday), AM elliptical",0,,,,fall05log.html
2005-10-01,2005,10,1,Saturday,39,fall,long run,91.93,91:56,11.0,8.3573,"drove out to Blue Hills Reservation with Jordan-- a long drive due to route choice and traffic, but worth it for variety's sake. We parked at Houghton's Pond, ran around there one, then crossed over to Ponkapoag Pond, where we wandered through the bog for a bit before making our way all the way around. A nice steady run. The left hamstring is a bit tight again, I'll ask Coach Brooks to take care of it Monday.",,0,,,,fall05log.html
2005-10-02,2005,10,2,Sunday,39,fall,run/aquajog,,(25/20),3.0,,"supposed to be in the pool for an hour, but I really just felt like running 3 miles. So I did, nice and slow, then aquajogged for 20 min.",,0,,,,fall05log.html
2005-10-03,2005,10,3,Monday,40,fall,run,56.12,56:07,7.5,7.4827,"Rolled my right ankle again, about 1.5 mi from school (on the way back). Oh well, just icing and stuff, it's not swelling much, but man, not something I really needed right now","missed the lifting, did one set of pushups, AM pool",0,,,,fall05log.html
2005-10-04,2005,10,4,Tuesday,40,fall,intervals,,,9.0,,"stayed on campus to do the workout on the track, instead of going to Franklin, to keep tabs on my ankle. Got a lighter tape job on it, but on the warmup it was making me lopsided and making my left hamstring tired, so I pulled it off before the workout. 1600, 2x800, 1600 with 3:00 after the 16 and 1:45 after each 8. Windows were 6:00-6:03 and 2:56-58. Did a poor job of focusing on the long intervals though. Schoolwork and stuff on my mind kept keeping into my head during the workout; I need to really leave it at home. Wound up falling back from Gwen on both 1600's, although the 8's went ok: 6:06, 2:56, 2:58, 6:18. Tomorrow I'll be back in action.","2 mi wu, 1 mi cd, AM 3mi (24:54), lunges",0,,,,fall05log.html
2005-10-05,2005,10,5,Wednesday,40,fall,run,57.95,57:57,10.5,5.519,"down to Charlestown and back through downtown Boston, just for variety. Moving at a good pace by the end","FS400, 72, another ""PR"" These things are starting to instill fear in me... AM 3mi (24:04)",0,,,,fall05log.html
2005-10-06,2005,10,6,Thursday,40,fall,run,41.17,41:10,8.0,5.1463,"supposed to do grass loops today, but I had a test in the afternoon and I was running on my own, so I ran to the commons, around there for a bit, and back. Since I ran early, it was a little close to my AM run and I was tired, but this is the last AM run for the week.","3mi AM, lifting on my own in BC",0,,,,fall05log.html
2005-10-07,2005,10,7,Friday,40,fall,pre-meet,26.7,26:42,3.25,8.2154,"things are starting to settle down... getting pumped for a muddy, ""this is XC"" race",,0,,,,fall05log.html
2005-10-08,2005,10,8,Saturday,40,fall,,,,8.0,,"Hm... I felt like I went according to plan. Was in position at mile 1 and was moving up the whole way through. But somehow, my second and third miles dropped to 6:50, which was just no good. Yeah, it was a rainy, muddy day, but still... I guess I'm *generally* satistfied with the mental effort I put it, but disappointed that it didn't amount to much. On a positive note, I think I had a solid last 600 meters or so, and picked off about 6 people in the last straightaway.","2 mi wu, 3 mi cd, forgot to do strides and i'm hurting",1,"New England Championships, Franklin Park , MA",5k,20:37,fall05log.html
2005-10-10,2005,10,10,Monday,41,fall,run,63.65,63:39,8.0,7.9562,"Cooled off a lot this weekend. Missed the AM run because I didn't realize it was Monday already (no school), but I'll make it up throughout the week.",lifting,0,,,,fall05log.html
2005-10-11,2005,10,11,Tuesday,41,fall,fartlek,65.93,65:56,12.0,5.4942,"2 mi wu, 4 mi of 600m fartlek, 2 mi cd at the arboretum. This one went much better than the last, at least from my perspective. We kept it up pretty well in between, and everyone was pretty much sticking together, leading different pickups. lots of downhill on the roads, though, which pounded my legs",AM 4 mi,0,,,,fall05log.html
2005-10-13,2005,10,13,Thursday,41,fall,,,,,,Off for Yom Kippur,,0,,,,fall05log.html
2005-10-14,2005,10,14,Friday,41,fall,pre-meet,28.33,28:20,3.5,8.0943,,,0,,,,fall05log.html
